trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1090,False,"{'a': 0.002, 'e': 0.11326783993558948}",20,0,-10.545072551919972,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1091,False,"{'a': 0.002, 'e': 0.11304153064044985}",35,26,18.859441782912604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11281567351158354}",20,12,11.85391076740585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11259026764556165}",25,12,23.59971927460584,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11236531214076052}",20,3,28.334229215087287,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11214080609735771}",30,18,15.168994556361504,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.002, 'e': 0.11191674861732888}",30,20,4.348717626487082,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11169313880444368}",20,0,-23.089974203292073,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1098,False,"{'a': 0.002, 'e': 0.11146997576426268}",20,7,11.514127473420224,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.002, 'e': 0.1112472586041333}",20,5,25.274040935445328,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11102498643318673}",25,1,20.428913496930292,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.002, 'e': 0.11080315836233387}",20,4,19.608533088747617,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.002, 'e': 0.11058177350426224}",25,18,13.898285505853323,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.11036083097343202}",25,17,-8.009516969342794,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1104,False,"{'a': 0.002, 'e': 0.1101403298860729}",25,13,19.290105046327277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.002, 'e': 0.10992026936018012}",25,8,-11.709871679473038,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1106,False,"{'a': 0.002, 'e': 0.10970064851551141}",25,6,25.245469788276043,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10948146647358296}",20,5,17.968014599363414,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.002, 'e': 0.10926272235766643}",20,10,14.569886449701999,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10904441529278498}",25,7,-13.681115817236886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1110,False,"{'a': 0.002, 'e': 0.10882654440571013}",20,0,31.01108995398842,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1111,False,"{'a': 0.002, 'e': 0.10860910882495796}",20,3,6.9527345825813835,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1112,False,"{'a': 0.002, 'e': 0.10839210768078596}",20,11,18.139972593099728,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.002, 'e': 0.10817554010518914}",25,0,26.191586264439014,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1114,False,"{'a': 0.002, 'e': 0.10795940523189702}",25,0,2.168930067238469,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1115,False,"{'a': 0.002, 'e': 0.10774370219636975}",20,12,13.069246131162217,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.002, 'e': 0.10752843013579495}",25,5,32.87878819581525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.002, 'e': 0.10731358818908403}",20,0,31.578747316235066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1118,False,"{'a': 0.002, 'e': 0.107099175496869}",30,4,1.2953721715593818,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
1119,False,"{'a': 0.002, 'e': 0.1068851912014987}",20,7,22.260013521382874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.10667163444703576}",35,13,33.83024555181335,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.002, 'e': 0.1064585043792528}",20,6,20.405766095837397,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.002, 'e': 0.10624580014562934}",20,7,16.77881331927081,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.1060335208953481}",25,0,-4.529987269219699,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1124,False,"{'a': 0.002, 'e': 0.10582166577929185}",25,14,6.912024456299133,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1125,False,"{'a': 0.002, 'e': 0.10561023395003975}",20,14,9.76541160359956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.002, 'e': 0.10539922456186433}",20,8,24.677568891705416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.002, 'e': 0.10518863677072765}",20,13,14.462950066365453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10497846973427834}",25,8,25.635073546171647,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10476872261184789}",20,0,24.76297764320083,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1130,False,"{'a': 0.002, 'e': 0.10455939456444763}",25,0,36.0275561824686,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1131,False,"{'a': 0.002, 'e': 0.104350484754765}",30,15,23.167599610239655,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.002, 'e': 0.10414199234716055}",25,10,25.65202954345412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.002, 'e': 0.10393391650766431}",30,16,-15.891522782848696,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1134,False,"{'a': 0.002, 'e': 0.10372625640397273}",20,8,22.076409837368093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.002, 'e': 0.10351901120544502}",20,9,19.98521647582088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.1033121800831002}",25,8,33.43502304199746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.002, 'e': 0.10310576220961341}",20,0,-3.567350236786442,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1138,False,"{'a': 0.002, 'e': 0.102899756759313}",30,22,14.602673968280072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10269416290817676}",25,14,20.19098782434366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10248897983382912}",20,8,-16.48999218663078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1141,False,"{'a': 0.002, 'e': 0.10228420671553744}",25,18,-6.942241210297524,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10207984273420903}",20,13,1.209627121366163,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.10187588707238764}",25,12,25.615168119226997,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.1016723389142504}",25,13,7.566338834332874,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.10146919744560434}",20,16,9.365023787899672,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.002, 'e': 0.1012664618538834}",25,17,12.77412492211691,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10106413132814486}",25,0,-5.348124168737154,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1148,False,"{'a': 0.002, 'e': 0.10086220505906641}",20,7,23.873254207098388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.10066068223894266}",20,4,29.638966509523527,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.002, 'e': 0.1004595620616821}",20,0,28.42672005546945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1151,False,"{'a': 0.002, 'e': 0.1002588437228037}",25,13,17.276894393876667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.10005852641943393}",20,0,26.042040730716344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1153,False,"{'a': 0.002, 'e': 0.09985860935030318}",20,7,20.177461783971665,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09965909171574303}",25,10,22.101798106361922,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09945997271768262}",20,13,14.423339827142156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09926125155964566}",20,8,21.359029288563015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09906292744674731}",25,11,-19.872928479867706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1158,False,"{'a': 0.002, 'e': 0.09886499958569081}",25,12,-22.352599281900225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1159,False,"{'a': 0.002, 'e': 0.0986674671847645}",25,2,-6.435776814155814,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1160,False,"{'a': 0.002, 'e': 0.09847032945383845}",25,20,8.481060119152225,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09827358560436154}",30,16,27.968989318410014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09807723484935806}",30,17,-10.174545753021663,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09788127640342477}",20,15,6.6222086643535665,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09768570948272756}",25,16,16.363087280295662,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.002, 'e': 0.09749053330499859}",25,12,19.28389918078162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09729574708953276}",30,0,22.261286883155062,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09710135005718508}",20,0,-9.454380335964219,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1168,False,"{'a': 0.002, 'e': 0.09690734143036704}",25,17,13.708121911591657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09671372043304398}",30,3,26.395995531905804,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09652048629073155}",20,0,26.46826776352116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",30,0,47.003186872202775,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",20,4,20.819330171004424,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",20,10,16.347206912539583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",20,4,16.932487078920854,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",20,9,18.232093266786496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",20,10,19.21351417153923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",25,20,8.628896204240666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",30,19,20.421126433784256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",20,0,24.098581724045072,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",20,10,17.93125503735117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",30,10,-15.74363502239834,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",25,8,24.31205564714226,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",20,8,20.950758803497706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.0938553980271066}",25,4,-21.57600324641319,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",20,5,24.41830526514675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",20,1,26.745386251198724,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",20,0,29.16435670545175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",20,15,4.58919547285134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",20,3,-67.5511445234222,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",25,1,39.63104171007042,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",25,13,25.18841050373258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",30,16,15.511365430893083,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",20,11,16.196720347982495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",25,11,23.659740904131496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",30,16,24.72776596331942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",20,15,7.88198619018011,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",20,7,20.587642495646907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",20,6,19.886604307836826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",20,11,1.8385231802585904,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",20,9,19.06176870372368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",25,18,-5.675376724220191,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",20,6,15.789648143916658,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",20,9,22.7899958068378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,6,28.00060329787217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",20,15,7.042682364264609,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",25,6,33.876290361320784,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,13,14.10582979846843,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",20,0,-14.418886041782162,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",20,14,11.914375294985737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",30,13,25.336439630962516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",25,17,12.675497134850243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,11,3.9665213533767285,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,0,27.106831077126245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",25,18,-71.97244778989213,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",25,1,17.738061731652323,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",30,22,13.012142142887637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",25,11,26.709865430902518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",35,9,18.179124078336827,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",20,6,-24.23649043968397,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,16,2.4377092223172374,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",35,18,19.913706304211868,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",20,2,9.435183714205708,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",25,17,15.53575435428694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",30,19,0.5833609629684888,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",20,12,13.504078688329722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",25,14,-8.94877569567485,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",20,8,-36.58618624021366,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",20,9,8.471863299933368,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",25,9,29.079902483970766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",25,8,27.35448224867205,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",20,2,30.966529746980886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",20,16,8.790122428314058,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",30,13,31.65125477100968,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",20,2,9.107494385314336,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",25,19,12.053942317329913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",25,11,-14.799941041205859,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",30,18,25.311502241391032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",20,13,11.276456944980856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",25,19,10.36437599799345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",30,6,32.685007841896706,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",25,5,35.082495944613164,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",25,12,23.5605821299313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",25,11,30.268442858040224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",25,15,17.258911473843398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",30,17,22.5387221448837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",30,4,29.558898995399254,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",20,0,31.50826072548055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",30,0,50.89634028979327,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",25,11,22.23326353911137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",20,15,8.854882415426388,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",20,16,8.530757121338624,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,6,20.342718915409915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",20,0,27.984222408502198,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",20,2,26.4260298954296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",35,11,26.967359005308435,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",25,8,12.553563574324897,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,5,34.583177272043926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",25,16,16.43866974836321,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",30,6,21.979983073706784,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",20,12,15.822578298213717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,16,8.821539502736268,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",25,17,12.791606764879544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",25,8,28.394343755691875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",35,23,20.660218392338997,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",35,13,37.448673668547656,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",20,12,16.029167007255783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",25,17,12.787940514326301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",35,23,20.50132670544125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,0,29.329593431647037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",35,18,23.270472811970706,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,5,30.56100759963461,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",30,17,21.331268620839847,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
