trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",30,0,-45.9386891529444,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",30,0,-134.30251196650482,"{0: 17, 1: 7, 2: 3, 3: 1, 4: 2}",0
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",30,17,-24.441885806726603,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",20,0,-47.6956795721073,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",20,0,-27.072570875666486,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",30,21,-60.00897370645761,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",25,0,-88.4589633023406,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,13,-43.04104534398625,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",30,7,-93.05661228784635,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 1}",1
194,False,"{'a': 0.002, 'e': 0.679770525680321}",25,0,-134.49803001938525,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",25,0,-141.33068216484418,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",30,0,-131.61203813764735,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,0,-70.87259106646353,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",25,3,12.100520242037758,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,1,-9.111869629698738,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",30,0,-112.3894158219491,"{0: 17, 1: 8, 2: 3, 3: 1, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,0,-102.99093217946441,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",25,0,-72.56643541470237,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",30,12,-35.61600092270978,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,3,-43.01538477022168,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",20,9,-111.24511957629238,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 2}",1
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,3,-14.581304517186961,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,0,-12.18423471478163,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,3,-69.07103695175515,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
209,False,"{'a': 0.002, 'e': 0.659680270484389}",20,3,-60.211891349087615,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 1}",1
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",30,0,-73.10319814966226,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,0,-87.17543707266684,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",25,10,-77.74248797613001,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 2}",1
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",25,14,-15.530129640304684,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",35,0,-1.0944049310888089,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",25,8,-122.18806007411601,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 2}",1
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",35,0,-104.20969886626096,"{0: 22, 1: 2, 2: 10, 3: 1, 4: 0}",0
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-1.1910386752923,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",25,7,-81.02733280892676,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,0,-16.377813045309978,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-35.0845653054294,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,-34.671386367958675,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",25,0,-55.331153581137634,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,0,-12.27714091344132,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",20,12,-23.828918775304402,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,12,-88.0891065720424,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 1}",1
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,0,-58.46404133081152,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,4,-55.15094952083774,"{0: 19, 1: 1, 2: 4, 3: 2, 4: 0}",1
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",35,5,-87.90761382906953,"{0: 21, 1: 0, 2: 8, 3: 0, 4: 1}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",25,0,-126.28703627165658,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,0,-23.920322700847247,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",25,13,-27.823887725456053,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,13,-70.03886189796327,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",25,0,-99.75468092646047,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",35,0,-94.68914924149959,"{0: 24, 1: 4, 2: 6, 3: 0, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,0,-16.001384759428674,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",25,7,-57.768091579640775,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,4.94873065793297,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",25,15,7.455831819146777,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,7,-57.59936439635004,"{0: 8, 1: 0, 2: 3, 3: 2, 4: 0}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,5,-65.36258746028744,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",25,6,-95.93107329782288,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 1}",1
242,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,-36.90562245995873,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",30,0,-63.56756566283227,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,17,-8.538000245087302,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",25,3,-67.66897838300235,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",25,0,-75.7815473751993,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,0,-16.29086548534274,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-101.68846724046146,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,0,-135.42055995088884,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,10,-32.68101084799428,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,2,-61.08843080632781,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",35,7,-106.38848362577892,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 2}",1
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",25,0,-27.825247401655638,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,8,-51.58790136853697,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",25,4,-52.24898737178633,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",25,0,-59.1927562149928,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",25,0,-76.1246971629847,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,5,26.69134294044284,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.596903392674358}",30,0,-130.2082412804778,"{0: 21, 1: 5, 2: 1, 3: 0, 4: 3}",0
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,8,-19.12911322063449,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,0,-144.76612499777835,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
262,False,"{'a': 0.002, 'e': 0.593332695123052}",20,4,16.173301617288892,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,2,-56.85202988931287,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 0}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",25,10,18.432984545937007,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",30,20,-14.359339221235295,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,0,-43.2223287909961,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,0,-25.403249957719055,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,5,-27.972928948162316,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",25,13,-2.3159907876931065,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,0,-38.72189308514576,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",25,19,8.954684259174071,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,0,-121.34089640039203,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,0,-38.92905314952043,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,0,2.319372795235571,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,0,-66.77945483668822,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,0,-50.17012617417799,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",20,0,-95.80067343218651,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",30,16,-60.08662017214838,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,14,-0.6742302113081884,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,0,-33.06924323073952,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",25,19,9.670906252811179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,12,-19.858411783376926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,0,-69.35783497533727,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",25,0,-19.006361117067442,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,0,-87.5287297808772,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",25,12,8.090077791711916,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",20,14,12.647842195668128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,15,10.161574375534379,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,3,-101.50772210161634,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 2}",1
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",25,8,-57.20669975852113,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",20,6,-35.06918527507925,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",20,2,-52.273432413745155,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",30,0,-127.84083529353867,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,15,-58.74750548020878,"{0: 5, 1: 0, 2: 3, 3: 2, 4: 0}",1
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",20,0,-7.68549726678094,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,0,-61.90848974369794,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,6,-53.01262383395738,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 1}",1
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",20,3,-72.67525049719237,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,6,-88.12179815537739,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 2}",1
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,9,-49.90654325847704,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,11.332806629804576,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",35,11,7.465349076298736,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",20,0,-76.87099331443461,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",25,11,-7.169491144635599,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",25,12,-45.642325682877015,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",25,18,-7.783678466941023,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,0,-38.73188246781989,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",20,0,-33.70264634871771,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,5,-42.778682555086704,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",20,8,-12.227628256352329,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",25,10,0.014593068821026955,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",30,0,-137.63325703852215,"{0: 18, 1: 4, 2: 4, 3: 3, 4: 1}",0
313,False,"{'a': 0.002, 'e': 0.535796957667456}",25,6,-92.91725052913839,"{0: 13, 1: 2, 2: 0, 3: 3, 4: 1}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",30,0,-57.280222014884046,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,0,-143.56546499225954,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,0,-113.39213882252471,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,0,-35.80917139659758,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",30,5,-108.44138499520786,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",30,20,-9.116298868641508,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.002, 'e': 0.528348064179391}",35,0,-97.04004324738416,"{0: 27, 1: 2, 2: 2, 3: 3, 4: 1}",0
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",20,0,-43.87962818564144,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",25,1,-32.50137869414414,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",25,0,-40.25394319043159,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,20,8.17785031627155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,0,-37.57116759524951,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,0,-86.92055822315864,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",25,9,0.2229522173704126,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,0,-7.646904326603263,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",25,3,-28.480214862426894,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,7,7.787798692216974,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",20,0,-48.147865050957506,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",30,19,-72.45338006192345,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,13,13.178176298025658,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",35,0,-44.931254164224164,"{0: 28, 1: 1, 2: 4, 3: 2, 4: 0}",0
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,14,-11.953485921492735,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,0,-109.24800987111838,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",25,11,1.2369646003116406,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",30,0,-59.447612096196245,"{0: 22, 1: 5, 2: 2, 3: 0, 4: 1}",0
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",20,0,-32.53641102484843,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",20,0,-110.70532455320611,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,0,5.002947321321033,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,0,-73.68750357630971,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",1
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,11,-0.49649750781481483,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",20,0,-70.21956900572387,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",30,0,-117.33712516046009,"{0: 23, 1: 3, 2: 1, 3: 0, 4: 3}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",30,10,-17.406064621440017,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",30,16,6.38236140837701,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",30,9,-1.8964329238967124,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",30,18,12.157718967104309,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",20,0,-57.57775987455782,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,9,11.645470908560798,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,0,30.189337076955105,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,0,-6.180639110561128,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,16,8.524357083368878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,0,-32.340881297836994,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",35,3,-141.51977477894346,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 3}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",25,0,-25.880759447517004,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,0,-14.336942859479999,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,10,-41.130788897384434,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,0,-16.186026998360845,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,12,15.203738977421136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.002, 'e': 0.485779724303885}",25,0,-8.967307257720654,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",20,0,-5.502940168537663,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",25,1,5.84837202844533,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,0,15.674671157045466,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",20,0,4.749512058079523,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
367,False,"{'a': 0.002, 'e': 0.480946135285778}",25,5,-2.3049083499133998,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
368,False,"{'a': 0.002, 'e': 0.479985204266536}",25,0,-43.85604970364304,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
